date,minute,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime
20181123,10:58,10:58 AM,-1,-1,-1,0,0,0,1519.86,1516.86,1518.232,6164,9358381.6662,298,,,1518.514,1517.299,,0.0005265471358537597
20181123,10:59,10:59 AM,1517.82,1516.45,1516.613,227,344271.12,3,1518.66,1515.7,1516.896,6914,10487820.0456,198,1517.82,1516.45,1517.92,1516.2,-0.0004099562691342103,-0.00035388712384667694
20181123,11:00,11 AM,-1,-1,-1,0,0,0,1518.06,1515.56,1516.985,6736,10218410.0038,165,,,1516.525,1517.27,,-0.00029523544037864786
20181123,11:01,11:01 AM,1517.755,1517.755,1517.755,5,7588.775,1,1518.94,1516.25,1517.421,4158,6309438.3413,124,1517.755,1517.755,1517,1518.338,0.00034272871374586616,-0.000007908092152960699
20181123,11:02,11:02 AM,-1,-1,-1,0,0,0,1518.84,1516.621,1517.38,3267,4957281.7189,92,,,1518.84,1517.36,,-0.000034927407008997156
20181123,11:03,11:03 AM,-1,-1,-1,0,0,0,1517.874,1516.37,1517.236,5403,8197624.2184,111,,,1516.918,1517.024,,-0.00012982451284497507
20181123,11:04,11:04 AM,1517.73,1517.73,1517.73,100,151773,1,1517.8,1515.491,1516.747,7629,11571267.2045,207,1517.73,1517.73,1517.04,1516.1,0.0003262513717388,-0.0004520792680796594
20181123,11:05,11:05 AM,-1,-1,-1,0,0,0,1518.334,1516.167,1517.174,5003,7590422.169,142,,,1516.19,1518.334,,-0.00017068298896888003
20181123,11:06,11:06 AM,1518.97,1518.245,1518.573,221,335604.645,2,1519.45,1517.65,1518.692,10477,15911332.8753,185,1518.245,1518.97,1518.208,1519.25,0.0008818673442150971,0.0008296906683853683
20181123,11:07,11:07 AM,1520.735,1520.735,1520.735,8,12165.88,1,1521.14,1518.419,1519.875,15691,23848366.0532,335,1520.735,1520.735,1518.99,1520.77,0.0023068278809808634,0.0016092967531350691
20181123,11:08,11:08 AM,1521.335,1519.725,1520.53,200,304106,2,1521.46,1519.2,1520.72,7988,12147514.6829,180,1521.335,1519.725,1520.77,1520.63,0.0021717136765234605,0.0021661582422420195
20181123,11:09,11:09 AM,1520.6,1520.6,1520.6,7,10644.2,1,1520.99,1519.137,1520.158,4474,6801187.4823,146,1520.6,1520.6,1520.38,1520,0.002217850234143036,0.0017957959264098705
20181123,11:10,11:10 AM,1520.91,1520.91,1520.91,6,9125.46,1,1521.746,1519.588,1520.687,7650,11633257.7941,181,1520.91,1520.91,1519.845,1520.9,0.0024221692750300266,0.0021444109888211905
20181123,11:11,11:11 AM,-1,-1,-1,0,0,0,1521.33,1519.501,1520.185,4467,6790665.4385,139,,,1521.227,1520.548,,0.0018135891337541445
20181123,11:12,11:12 AM,-1,-1,-1,0,0,0,1520.94,1519.55,1520.236,3225,4902760.6054,122,,,1520.569,1520.16,,0.0018471985254044896
20181123,11:13,11:13 AM,1519,1518.77,1518.943,4,6075.77,2,1520.52,1518.2,1519.358,7568,11498503.799,191,1519,1518.77,1520.16,1519.278,0.0011257320059187164,0.00126858978287671
20181123,11:14,11:14 AM,1518.695,1518.695,1518.695,100,151869.5,1,1519.57,1516.558,1517.828,7742,11751020.6844,203,1518.695,1518.695,1519.367,1516.558,0.0009622767732091842,0.00026030803336950085
20181123,11:15,11:15 AM,1518,1518,1518,10,15180,1,1518.71,1516,1517.88,8261,12539207.0827,127,1518,1518,1516.5,1517.8,0.0005042066654144546,0.00029457643269924694
20181123,11:16,11:16 AM,-1,-1,-1,0,0,0,1518.7,1517.19,1518.194,5125,7780742.2415,117,,,1518.23,1518.407,,0.000501504844035926
20181123,11:17,11:17 AM,1520.96,1519.2,1519.745,144,218843.24,3,1521.95,1518.437,1520.249,11373,17289797.0674,281,1519.22,1520.96,1518.87,1521.05,0.001654325137503413,0.0018557656252368513
20181123,11:18,11:18 AM,1521.9,1520.83,1521.37,60,91282.22,3,1521.95,1520.082,1521.094,4768,7252576.2679,151,1521.9,1520.83,1521.49,1520.4,0.002725352367958814,0.002412627114343802
20181123,11:19,11:19 AM,1522,1520.52,1521.453,1105,1681205.6,14,1522,1520,1521.271,10863,16525570.7603,264,1520.97,1521.36,1520.97,1521.43,0.0027800571434221295,0.0025292714736004592
20181123,11:20,11:20 AM,1523.025,1521.215,1522.097,601,914780.43,8,1523.37,1521.177,1522.384,11619,17688584.8298,308,1521.215,1522.93,1521.217,1522.515,0.003204513473522612,0.0032627470207910476
20181123,11:21,11:21 AM,1522.51,1520.405,1521.671,423,643666.94,7,1522.55,1520.02,1521.07,8681,13204409.9873,203,1522.34,1520.405,1522.55,1520.405,0.0029237395657232728,0.0023968109300377305
20181123,11:22,11:22 AM,1520.195,1519.18,1519.801,546,829811.51,7,1520.37,1518.87,1519.695,8064,12254818.6787,226,1520.195,1519.79,1520.06,1518.87,0.0016912343835991334,0.0014906753708400593
20181123,11:23,11:23 AM,-1,-1,-1,0,0,0,1520.2,1518.913,1519.594,2982,4531430.1969,104,,,1518.913,1519.85,,0.0014241155952190694
20181123,11:24,11:24 AM,1518.59,1518,1518.012,102,154837.18,2,1519.91,1517.5,1518.673,5749,8730852.2956,213,1518,1518.59,1519.91,1518.57,0.0005121157895777805,0.0008171695224764514
20181123,11:25,11:25 AM,1519.5,1518.58,1519.374,116,176247.34,3,1519.92,1517.93,1518.832,5379,8169798.7472,200,1518.58,1519.5,1518.37,1519.676,0.0014098013821195292,0.0009219517435037426
20181123,11:26,11:26 AM,1519,1519,1519,100,151900,1,1520.669,1518.61,1519.552,6896,10478828.8847,206,1519,1519,1519.92,1518.91,0.0011633003456947013,0.0013964372726834823
20181123,11:27,11:27 AM,1518.3,1518.25,1518.275,200,303655,2,1519.06,1517.016,1517.897,7855,11923080.8247,192,1518.25,1518.3,1518.5,1517.83,0.0006854574274915824,0.0003057795632492122
20181123,11:28,11:28 AM,1519.52,1519.13,1519.228,118,179268.86,3,1519.92,1517.9,1519.02,4751,7216866.259,193,1519.52,1519.27,1517.9,1518.51,0.0013135737047986406,0.0010458451872339596
