date,minute,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime
20181123,11:18,11:18 AM,260.335,260.33,260.334,100,26033.375,2,260.674,260.07,260.389,12716,3311111.0741,181,260.33,260.335,260.52,260.2,0.0011998984701294961,0.00026505838967431173
20181123,11:19,11:19 AM,260.075,260.075,260.075,50,13003.75,1,260.37,259.91,260.121,20044,5213867.1013,235,260.075,260.075,260.24,259.94,0.00020382890678480003,-0.000764443761524325
20181123,11:20,11:20 AM,260.3,260.28,260.284,125,32535.5,2,260.344,259.789,260.069,7490,1947919.2596,136,260.28,260.3,259.965,260.297,0.001007607048634348,-0.0009641979102641993
20181123,11:21,11:21 AM,260.15,260.15,260.15,100,26015,1,260.31,259.75,259.955,6902,1794211.9052,109,260.15,260.15,260.2,259.79,0.0004922660390274127,-0.001402120467117429
20181123,11:22,11:22 AM,259.52,259.52,259.52,100,25952,1,259.96,259.511,259.764,10046,2609591.419,175,259.52,259.52,259.69,259.88,-0.0019306058718108836,-0.0021358328211431438
20181123,11:23,11:23 AM,-1,-1,-1,0,0,0,260.047,259.77,259.865,6702,1741614.7464,102,,,259.81,259.93,,-0.0017478488014750465
20181123,11:24,11:24 AM,259.9,259.68,259.789,313,81313.91,5,259.94,259.61,259.771,22092,5738853.232,233,259.86,259.9,259.94,259.765,-0.0008960780241672016,-0.002108942839581969
20181123,11:25,11:25 AM,259.93,259.76,259.817,150,38972.5,2,259.94,259.6,259.784,9085,2360140.9339,129,259.76,259.93,259.66,259.94,-0.0007883948281298663,-0.002059004302397055
20181123,11:26,11:26 AM,259.98,259.74,259.896,350,90963.5,4,260,259.74,259.886,7241,1881834.7977,87,259.94,259.98,259.845,259.922,-0.0004845743821675718,-0.0016671788567915223
20181123,11:27,11:27 AM,259.7,259.5,259.595,220,57111,3,259.94,259.42,259.654,12485,3241786.9032,164,259.7,259.51,259.72,259.85,-0.0016421687395680523,-0.0025583896742470682
20181123,11:28,11:28 AM,-1,-1,-1,0,0,0,260,259.624,259.881,10944,2844135.1185,139,,,259.75,259.78,,-0.0016863859864782629
20181123,11:29,11:29 AM,259.55,258.95,259.168,739,191524.99,10,259.77,258.8,259.297,35699,9256655.8303,409,259.55,258.95,259.749,259.01,-0.003284337479136323,-0.003929778733865887
20181123,11:30,11:30 AM,259.015,258.77,258.857,225,58242.855,4,259.24,258.77,258.947,24863,6438205.3862,218,258.91,259.015,258.825,259.015,-0.004480390120835789,-0.0052742778119237495
20181123,11:31,11:31 AM,-1,-1,-1,0,0,0,259.215,258.77,258.994,13098,3392303.8866,137,,,259.015,259.06,,-0.005093730792870179
20181123,11:32,11:32 AM,259.29,259.08,259.196,1210,313626.8,11,259.36,258.28,259.144,10764,2789421.4537,168,259.1,259.19,259.05,259.02,-0.003176654283098988,-0.004517516902274077
20181123,11:33,11:33 AM,-1,-1,-1,0,0,0,259.6,259.02,259.333,7495,1943701.3197,90,,,259.02,259.435,,-0.0037914874001227965
20181123,11:34,11:34 AM,259.75,259.36,259.642,729,189278.79,8,259.897,259.344,259.599,14543,3775345.489,217,259.51,259.75,259.354,259.792,-0.001461414803362775,-0.0027696681007990305
20181123,11:35,11:35 AM,-1,-1,-1,0,0,0,259.768,259.51,259.728,9711,2522215.5124,55,,,259.69,259.652,,-0.0022741241548862342
20181123,11:36,11:36 AM,259.56,259.56,259.56,100,25956,2,259.747,259.35,259.476,5834,1513785.3165,103,259.56,259.56,259.61,259.35,-0.0017767727346147215,-0.0032421634910878693
20181123,11:37,11:37 AM,259.34,258.95,259.104,1177,304964.985,17,259.46,258.92,259.111,16793,4351244.0679,221,259.34,258.985,259.35,259.05,-0.003530470498650139,-0.004644283958205298
20181123,11:38,11:38 AM,259.045,258.895,258.944,715,185145.05,13,259.29,258.828,259.011,14439,3739864.4253,235,258.93,259.045,258.91,259.19,-0.00414580304743435,-0.00502842655193596
20181123,11:39,11:39 AM,259.48,259.19,259.323,1418,367720.275,11,259.5,259.095,259.352,16123,4181530.5556,155,259.19,259.48,259.167,259.465,-0.002688234072501605,-0.0037185003073141433
20181123,11:40,11:40 AM,-1,-1,-1,0,0,0,259.49,259.2,259.376,7534,1954137.0708,124,,,259.315,259.21,,-0.0036263060848187494
20181123,11:41,11:41 AM,259.245,259,259.109,855,221538.17,8,259.337,258.95,259.12,7454,1931481.5832,132,259.245,259.13,259.245,259.228,-0.003511241356500646,-0.004609711124769471
